item_id,p,repeat,variant,action,phrasing,onebox_label,credence_full,margin,is_degenerate,raw
opaque_00,0.5,0,direct,major_alone,direct,S,1.0,,False,"100

However, given the"
opaque_00,0.5,0,direct,both,direct,S,0.5,,False,"50

The reasoning behind this choice"
opaque_00,0.5,0,prediction,major_alone,report,S,0.9953904278206259,5.375,False,
opaque_00,0.5,0,prediction,major_alone,revealed,S,0.9706877692486436,3.5,False,
opaque_00,0.5,0,prediction,major_alone,observer,S,0.9046505351008906,2.25,False,
opaque_00,0.5,0,prediction,both,report,S,0.32082130082460697,-0.75,False,
opaque_00,0.5,0,prediction,both,revealed,S,0.01590639171181471,-4.125,False,
opaque_00,0.5,0,prediction,both,observer,S,0.008577485413711986,-4.75,False,
opaque_00,0.5,0,action,forced,-,S,0.9999646437450659,10.249999881416443,False,
opaque_00,0.6,0,direct,major_alone,direct,K,0.6,,False,60
opaque_00,0.6,0,direct,both,direct,K,0.4,,False,"40

This decision is based on"
opaque_00,0.6,0,prediction,major_alone,report,K,0.9859363729567544,4.25,False,
opaque_00,0.6,0,prediction,major_alone,revealed,K,0.9399133498259924,2.75,False,
opaque_00,0.6,0,prediction,major_alone,observer,K,0.9149009549929797,2.375,False,
opaque_00,0.6,0,prediction,both,report,K,0.34864513533394575,-0.625,False,
opaque_00,0.6,0,prediction,both,revealed,K,0.037326887344129464,-3.25,False,
opaque_00,0.6,0,prediction,both,observer,K,0.008577485413711986,-4.75,False,
opaque_00,0.6,0,action,forced,-,K,0.99979657295342,8.499999663079507,False,
opaque_00,0.7,0,direct,major_alone,direct,M,0.7,,False,"70

The reasoning behind this choice"
opaque_00,0.7,0,direct,both,direct,M,0.3,,False,"30

Given this setup, if"
opaque_00,0.7,0,prediction,major_alone,report,M,0.9982992775885648,6.375,False,
opaque_00,0.7,0,prediction,major_alone,revealed,M,0.9626731126558706,3.25,False,
opaque_00,0.7,0,prediction,major_alone,observer,M,0.8519528019683106,1.75,False,
opaque_00,0.7,0,prediction,both,report,M,0.04742587317756679,-3.0,False,
opaque_00,0.7,0,prediction,both,revealed,M,0.009708476481474066,-4.625,False,
opaque_00,0.7,0,prediction,both,observer,M,0.004070137715896127,-5.5,False,
opaque_00,0.7,0,action,forced,-,M,0.5621765008857981,0.25,False,
opaque_00,0.75,0,direct,major_alone,direct,P,0.75,,False,"75

The reasoning behind this choice"
opaque_00,0.75,0,direct,both,direct,P,0.25,,False,"25

Given this probability, let"
opaque_00,0.75,0,prediction,major_alone,report,P,0.9964063974185798,5.625,False,
opaque_00,0.75,0,prediction,major_alone,revealed,P,0.9626731126558706,3.25,False,
opaque_00,0.75,0,prediction,major_alone,observer,P,0.8175744761936437,1.5,False,
opaque_00,0.75,0,prediction,both,report,P,0.029312230751356316,-3.5,False,
opaque_00,0.75,0,prediction,both,revealed,P,0.007577241267860811,-4.875,False,
opaque_00,0.75,0,prediction,both,observer,P,0.0015011822567369915,-6.5,False,
opaque_00,0.75,0,action,forced,-,P,0.9914225147446858,4.7500000186264515,False,
opaque_00,0.8,0,direct,major_alone,direct,V,0.8,,False,80
opaque_00,0.8,0,direct,both,direct,V,0.2,,False,"20

Given this probability, let"
opaque_00,0.8,0,prediction,major_alone,report,V,0.998498817743263,6.5,False,
opaque_00,0.8,0,prediction,major_alone,revealed,V,0.9669140216112958,3.375,False,
opaque_00,0.8,0,prediction,major_alone,observer,V,0.9046505351008906,2.25,False,
opaque_00,0.8,0,prediction,both,report,V,0.033085978388704126,-3.375,False,
opaque_00,0.8,0,prediction,both,revealed,V,0.009708476481474066,-4.625,False,
opaque_00,0.8,0,prediction,both,observer,V,0.005220125693558397,-5.25,False,
opaque_00,0.8,0,action,forced,-,V,0.9525741264858409,2.9999999925494194,False,
opaque_00,0.85,0,direct,major_alone,direct,V,0.85,,False,"85

The reasoning behind this choice"
opaque_00,0.85,0,direct,both,direct,V,0.15,,False,"15

The reasoning behind this choice"
